Date,Close,EMA_1,EMA_2,EMA_3,EMA_4,EMA_5,EMA_6,EMA_7,EMA_8,EMA_9,EMA_10,EMA_11,EMA_12,EMA_13,EMA_14,EMA_15,EMA_16,EMA_17,EMA_18,EMA_19,EMA_20,EMA_21,EMA_22,EMA_23,EMA_24,EMA_25,EMA_26,EMA_27,EMA_28,EMA_29,EMA_30
2024-04-11,70060.609375,70060.609375,70136.27609761475,70099.13842406054,70010.71342669993,69904.6968160365,69802.05490944973,69711.64277152375,69635.68482721114,69573.48817694395,69523.32188703139,69483.25779009653,69451.50710045105,69426.529091537,69407.0430358287,69392.00319565232,69380.56312791389,69372.04018665475,69365.8841976855,69361.65127727359,69358.98254823347,69357.5870870864,69357.22836038911,69357.71346885143,69358.88462145676,69360.61236887134,69362.79022087736,69365.33035217861,69368.16016508253,69371.21952827186,69374.4585505337
2024-04-12,67195.867188,67195.867188,68176.00349120492,68647.50280603027,68884.77493121996,69001.75360669101,69057.42984617838,69082.69887564282,69093.50312960867,69097.96397915517,69100.14830538932,69102.02602308044,69104.48557545859,69107.86310531743,69112.21958945155,69117.48619469578,69123.54007615932,69130.24318680422,69137.46135456071,69145.07286834624,69152.97156154457,69161.06709626036,69169.28391061616,69177.55961211381,69185.84322678023,69194.09350880432,69202.27740362719,69210.36869759443,69218.34685631823,69226.1960389204,69233.90426907993
2024-04-13,63821.472656,63821.472656,65272.98293440164,66234.48773101514,66859.45402113197,67274.99328979402,67561.44207755598,67767.39232073212,67921.94080214007,68042.66571452415,68140.38909640943,68221.93379523371,68291.71435708035,68352.66446970066,68406.78666499133,68455.48450235881,68499.76743849351,68540.37979449263,68577.88359681748,68612.71284711162,68645.20976101652,68675.64941987305,68704.25684499736,68731.21903243766,68756.69358111781,68780.81498166554,68803.69927417333,68825.44755176625,68846.14863560662,68865.8811467257,68884.71513275219
2024-04-14,65738.726563,65738.726563,65583.47868680055,65986.60714700757,66411.16303787919,66762.90438086269,67040.66621625428,67260.22588129909,67436.78208233116,67581.87788421933,67703.72318124407,67808.06592319476,67898.94700414491,67979.24476874342,68051.04531805916,68115.88975993896,68174.93910020015,68229.08499099345,68279.0249616788,68325.31421870046,68368.4018373959,68408.65643288459,68446.38464656282,68481.84465998452,68515.25621966839,68546.80818022972,68576.66425853086,68604.96748114009,68631.84366508202,68657.40417447733,68681.74812825205
2024-04-15,63426.210938,63426.210938,64145.30018760018,64706.40904250379,65217.18219792751,65650.67323324179,66007.96470818162,66301.72214547431,66545.54405025757,66750.74449497547,66925.99368247241,67077.75675899565,67210.83376319954,67328.81136435151,67434.40073405128,67529.6799071966,67616.26519876484,67695.43231843862,67768.20243287052,67835.40389063042,67897.71698983439,67955.70684244053,68009.84780233997,68060.54184981914,68108.13259713491,68152.91608467359,68195.1491977508,68235.05629948723,68272.83451149016,68308.65795871217,68342.68121275192
2024-04-16,63811.863281,63811.863281,63923.00891653339,64259.13616175189,64655.054631156505,65037.73658249453,65380.5071575583,65679.25742935573,65938.059434867,66162.96825218038,66359.78815493197,66533.4411793297,66687.91522747654,66826.39020958701,66951.39574031111,67064.95282892202,67168.68850255721,67263.9246476121,67351.74568004205,67433.04982966738,67508.58806518349,67578.99379140048,67644.80567004954,67706.48530241754,67764.43105184412,67818.98894592946,67870.46135206555,67919.11394102385,67965.1813231805,68008.87164686469,68050.37037844535
2024-04-17,61276.691406,61276.691406,62158.79724284446,62767.91378387595,63303.709341093905,63784.05485699636,64207.98837139879,64578.615923516794,64902.199872896555,65185.7128829443,65435.588746035246,65657.31621710809,65855.41925494169,66033.57609478888,66194.7684957363,66341.42015105677,66475.51237355047,66598.6765096552,66712.26628277446,66817.41398730064,66915.07409764221,67006.05721090952,67091.05660361044,67170.66914438274,67245.41188017659,67315.73528901182,67382.03394865329,67444.65518852216,67503.90615647839,67560.05963080704,67613.35883183598
2024-04-18,63512.753906,63512.753906,63061.43501828149,63140.33384493797,63387.32716705634,63693.62120666424,64009.34995271342,64312.15041913759,64593.4341024751,64851.121087555446,65085.982411483375,65299.88916525675,65495.009201258355,65673.45863924762,65837.16655043812,65987.83687042467,66126.95255383865,66255.79622036018,66375.47550627189,66486.94797917057,66591.04360320009,66688.48418319048,66779.89984729649,66865.84287451752,66946.79924224246,67023.19825954938,67095.42061216045,67163.80509691343,67228.65427713505,67290.23924915324,67348.80367533043
2024-04-19,63843.570313,63843.570313,63582.85854809383,63491.952078968985,63569.824425433806,63743.6042421095,63961.984341366726,64195.0053926032,64426.797704813966,64649.61093264436,64860.08930266821,65057.16935654729,65240.94167998784,65412.04602121225,65571.3537187797,65719.80355074658,65858.31934903411,65987.77111954238,66108.95917013801,66222.61021255351,66329.37948032389,66429.8556495368,66524.56684431419,66613.9868277244,66698.54092790306,66778.6114944302,66854.54281222264,66926.64546949105,66995.20021064297,67060.46132007636,67122.65958743815
2024-04-20,64994.441406,64994.441406,64523.913786697936,64243.19674248449,64139.67121766028,64160.54996340633,64256.97207411909,64394.8643959524,64552.94074952197,64718.57702731549,64884.51695781944,65046.71469812274,65203.01856091279,65352.38821903907,65494.43207707575,65629.13328265326,65756.68664985363,65877.401151371,65991.64151075506,66099.79333189817,66202.24252086447,66299.3634455789,66391.51245837384,66479.02470924736,66562.21296615082,66641.36764147403,66716.75752287282,66788.6308935274,66857.21684480553,66922.72665913793,66985.35518863569
2024-04-21,64926.644531,64926.644531,64792.40094956598,64584.920636742245,64454.46054299617,64415.91481927089,64448.30706179935,64527.809429714296,64635.98603429487,64760.19052805239,64892.17651657954,65026.703003602284,65160.49947938774,65291.56769217635,65418.72707093231,65541.3221886966,65659.03463587085,65771.76152688533,65879.53656551769,65982.47845180835,66080.75699802024,66174.57081698082,66264.1326386022,66349.65969439341,66431.36749133877,66509.46586374527,66584.15656051187,66655.63186763259,66724.07392661205,66789.65451726207,66852.53514620758
2024-04-22,66837.679688,66837.679688,66155.920108522,65711.30016237113,65407.7482009977,65223.16977551393,65130.984954999534,65105.27699428573,65125.25129067379,65175.68836004192,65245.90436592871,65328.532451001905,65418.52720378963,65512.44083443688,65607.920753208,65703.36687610953,65797.69875965075,65890.19687812029,65980.3937363053,66067.99857542751,66152.84487325641,66234.85344161892,66314.00629507158,66390.32802719396,66463.87246707166,66534.71308099563,66602.93605143692,66668.63528337312,66731.90880670777,66792.85619531127,66851.57672954902
2024-04-23,66407.273438,66407.273438,66323.48899484066,66059.28680018557,65807.55829579862,65617.87099634262,65495.63880728538,65430.776105214296,65410.14510119073,65422.00537563354,65457.06237903258,65508.32261550159,65570.64200905277,65640.27406351732,65714.50111118027,65791.35519634584,65869.41342769183,65947.64982921803,66025.32844174684,66101.92606168476,66177.07616513675,66250.52798674448,66322.11648141319,66391.74014476112,66459.34454474594,66524.91003153443,66588.44252451566,66649.96658013218,66709.52016059,66767.15067815718,66822.912001062
2024-04-24,64276.898438,64276.898438,64959.09529028022,65168.092619092786,65195.29435267917,65170.88014356175,65147.427273203844,65142.306688410725,65158.31250937057,65192.98398810683,65242.48711702665,65303.08525258466,65371.60453658311,65445.506117014855,65522.82075475624,65602.04810155262,65682.0587230222,65762.01078574936,65841.28317819454,65919.42329931629,65996.1068577904,66071.1071186768,66144.27143415988,66215.50333586436,66284.74885620626,66351.986062801,66417.21703662562,66480.46171283703,66541.75314523895,66601.1338621467,66658.65306150961
2024-04-25,64481.707031,64481.707031,64640.83645076007,64824.89982504639,64909.8594240075,64941.15577270783,64957.221489717034,64977.15677405804,65007.95573639933,65050.72859668547,65104.1634650218,65166.18888232055,65234.69722803186,65307.82053329845,65384.00559158874,65462.00546773354,65540.84087690194,65619.75481299942,65698.16989954248,65775.65167248466,65851.87830285798,65926.61620161527,65999.7006164938,66071.02031045899,66140.50551018976,66208.11844497017,66273.84592509779,66337.69352127725,66399.68099942937,66459.83874007025,66518.20493050899
2024-04-26,63755.320313,63755.320313,64050.49235892002,64290.1100690232,64448.0437796045,64545.87728613856,64613.821153512166,64671.697658793535,64729.592308977255,64791.646939948376,64858.91925556328,64931.044120767125,65007.100779565415,65086.03478754153,65166.84755444358,65248.66982339185,65330.77963408995,65412.595424110594,65493.65941674854,65573.61853653619,65652.2061133477,65729.2256662866,65804.53711184218,65878.04531067074,65949.69069441457,66019.44166558784,66087.2884723498,66153.23829211459,66217.311296917,66279.5375115989,66339.95431002454
2024-04-27,63419.140625,63419.140625,63629.59120297334,63854.6253470116,64036.4825177627,64170.298399092375,64272.48385965155,64358.55840034515,64438.38082364898,64517.1456769587,64597.141322733594,64679.06020480594,64762.79921732458,64847.9070500356,64933.8199638511,65019.97867359287,65105.88092713819,65191.100446431636,65275.28901761711,65358.17074538257,65439.53320969553,65519.217935260545,65597.11133037764,65673.13658686484,65747.24668886141,65819.41850861955,65889.64789106463,65957.9456016064,66024.33400919859,66088.84438582564,66151.5147174423
2024-04-28,63113.230469,63113.230469,63285.35071365778,63483.927908005804,63667.18169825762,63817.942422394925,63941.26860517968,64047.226417508864,64143.90296706032,64236.36263536697,64327.339349327485,64418.088582171615,64509.01940989003,64600.096109887665,64691.07469787096,64781.635148018766,64871.45146147487,64960.22600449478,65047.70390723636,65133.67671774432,65217.98056772453,65300.49180196413,65381.121690257845,65459.81107704277,65536.5253912725,65611.25019787959,65683.98734128206,65754.75166356309,65823.56824780558,65890.47012470393,65955.49637883312
2024-04-29,63841.121094,63841.121094,63655.864300552596,63662.5245010029,63736.75745655457,63825.668646263286,63912.65503055691,63995.70008663165,64076.61810638025,64157.314327093576,64238.93603017703,64321.927334143016,64406.26582283003,64491.671107618,64577.74755068817,64664.07089126642,64750.23612412488,64835.8810144398,64920.695190053586,65004.42115536989,65086.85109403648,65167.82173760376,65247.20859493108,65324.920245122536,65400.8930474907,65475.08642065809,65547.47873037228,65618.06376573716,65686.84775443967,65753.84685599034,65819.08507013421
2024-04-30,60636.855469,60636.855469,61643.191746184195,62149.68998500145,62496.796661532746,62762.73092050886,62976.71229868351,63155.98893222374,63312.22640918464,63453.222555474866,63584.012291781204,63707.74868995252,63826.356537625405,63940.983159244,64052.29527312975,64160.66896348312,64266.30898822784,64369.32262050204,64469.76469310058,64567.664586732906,64663.04198689015,64755.91571318523,64846.308323110985,64934.248180445655,65019.77004121145,65102.914808992085,65183.72885915952,65262.263173113075,65338.57242440935,65412.71409685765,65484.747676512656
2024-05-01,58254.011719,58254.011719,59383.73839472806,60201.85085200073,60799.68268451965,61259.82452000591,61627.36927591679,61930.494628917804,62188.17870025472,62413.380388179896,62614.92127854825,62798.7925281271,62969.07271937534,63128.55866778058,63279.190799245785,63422.33680792273,63558.979897730445,63689.84363144625,63815.47490635315,63936.29929995962,64052.65815185299,64164.83353189567,64273.06514014482,64377.56180865852,64478.509375434536,64576.076109761925,64670.416478406965,64761.67378353357,64849.98203093284,64935.46727166714,65018.24858247959
2024-05-02,59123.433594,59123.433594,59210.20186090936,59662.642223000366,60129.18304831179,60547.69421133728,60911.95908108342,61228.729370188354,61507.12423219812,61755.39102934392,61980.105335903114,62186.232705772585,62377.43593085606,62556.39794295478,62725.08983854635,62884.973906182386,63037.15092082098,63182.464738396666,63321.57582084229,63455.012729363654,63583.20819396223,63706.52444663242,63825.271092653966,63939.7177907703,64050.103312919775,64156.64207008793,64259.528857339785,64358.94234142404,64455.047655971954,64547.99835982267,64637.93793806155
2024-05-03,62889.835938,62889.835938,61663.29124563645,61276.23908050018,61233.44420418707,61328.408120224856,61477.06675448816,61644.00601214127,61814.39350015409,61982.280011075134,62145.51089992073,62303.49991114382,62456.266701185894,62604.03194224696,62747.05598514017,62885.58166015959,63019.81974637145,63149.95042724148,63276.12951738521,63398.49505022729,63517.17274101345,63632.28003675675,63743.928905292756,63852.22763637277,63957.281922926195,64059.19544454271,64158.070122573874,64254.00616975089,64347.102020249746,64437.45419836782,64525.15716386403
2024-05-04,63891.472656,63891.472656,63148.74551921215,62583.85586825009,62296.655584912245,62182.76296548324,62166.89701206297,62205.87267310595,62275.96664589762,62364.11854006011,62462.95849193514,62568.16203528652,62677.06761731114,62787.952044211685,62899.64487458815,63011.31803463964,63122.36714750422,63232.34178599242,63340.902479344666,63447.79281080457,63552.82035196455,63655.843002142494,63756.75879665861,63855.49805467504,63952.017181572104,64046.29369157789,64138.32216208692,64228.11091876869,64315.679305473896,64401.055428876636,64484.27429238894
2024-05-05,64031.132813,64031.132813,63737.003715070714,63307.49434062504,62990.44647614735,62798.88624798883,62699.535812330694,62662.187708079466,62666.00357192037,62697.521394648094,62748.08109576511,62811.99049823877,62885.38533972481,62965.54929689573,63050.50993304307,63138.794881934686,63229.280755209606,63321.096344548816,63413.558303939964,63506.126811024114,63598.373919682206,63689.96025767499,63780.61740677525,63870.134284535445,63958.346432086335,64045.12747014883,64130.382210302705,64214.04105407093,64296.055409441215,64376.393921151524,64455.03935823482
2024-05-06,63161.949219,63161.949219,63353.634051023575,63234.72177981252,63059.047573288415,62919.90723832589,62831.653928521926,62787.1280858096,62776.21371571584,62790.40695951848,62823.32984544418,62870.31695169897,62927.93362884407,62993.60642862492,63065.368504504,63141.68917406785,63221.35939800848,63303.413330598945,63387.07313710418,63471.70905182171,63556.80966247438,63641.95925415908,63726.82017305567,63811.118862407486,63894.63465503943,63977.19068159892,64058.646433169175,64138.89163728015,64217.841189410785,64295.43094100809,64371.61418796161
2024-05-07,62334.816406,62334.816406,62674.422287674526,62784.76909290626,62769.35510637305,62724.87696088393,62689.70035065852,62674.0501658572,62678.12542466788,62699.28884881479,62734.509220090695,62781.066860749146,62836.6848253296,62899.493568249934,62967.9615580368,63040.83007805936,63117.06022247807,63195.79145008795,63276.30927067216,63358.01978723954,63440.42935233396,63523.12808614462,63605.776367224746,63688.09365770686,63769.84919511628,63850.85419886054,63930.955320045534,64010.02912076014,64087.97741124452,64164.723305340885,64240.20787944796
2024-05-08,61187.941406,61187.941406,61683.43503322484,61986.35524945313,62136.78962622383,62212.56510925596,62260.626366470366,62302.522975892905,62346.97342051946,62397.019360251834,62453.3150720742,62515.54595162429,62583.031991586584,62654.986116499946,62730.62553776523,62809.218994051946,62890.10506759829,62972.69700074484,63056.481074390875,63141.011949115586,63225.90669077834,63310.838387949654,63395.52984885738,63479.747636731285,63563.29657198698,63646.01475325589,63727.76910419031,63808.451426848704,63887.97492812421,63966.27117871816,64043.28746180616
2024-05-09,63049.960938,63049.960938,62594.45230307495,62518.15809372657,62502.058150934296,62491.69705217064,62486.15052976455,62489.38246641968,62503.19286884847,62527.60767580147,62561.79613860616,62604.61511602024,62654.86721411173,62711.41109099996,62773.203591129866,62839.31173704545,62908.911640586724,62981.28188266208,63055.794744244464,63131.90684800403,63209.1499524185,63287.12225613605,63365.480378348046,63443.932078503676,63522.22972126803,63600.16445977467,63677.561091879914,63754.27353478808,63830.180859839784,63905.18382933695,63979.20187962512
2024-05-10,60792.777344,60792.777344,61393.33566369165,61655.467718863285,61818.34582816058,61925.39048278043,62002.32961954611,62065.23118581476,62123.10052999325,62180.641609441176,62240.15635776867,62302.642154016874,62368.39184947916,62437.32055571425,62509.14675817922,62583.494937914766,62659.954664517696,62738.11471169962,62817.58238632399,62897.99389760363,62979.01922780721,63060.363627760045,63141.76707101343,63223.00251729503,63303.87353108659,63384.211604715085,63463.87340685177,63542.73809258893,63620.704755299106,63697.690063647824,63773.62610313318
2024-05-11,60793.710938,60793.710938,60993.58584656388,61224.58932843164,61408.49187209635,61548.16396785362,61657.009996247216,61747.351123861066,61827.68062066141,61903.255475152946,61977.16628144709,62051.15361801406,62126.13324771314,62202.51918175507,62280.42198215532,62359.77193792542,62440.396579045024,62522.069847955216,62604.54328650041,62687.56560164327,62770.894628777954,62854.30429232731,62937.58827683835,63020.56155235378,63103.060523639666,63184.942322660085,63266.083594344236,63346.3790101183,63425.73966445089,63504.0914552713,63581.37351183427
2024-05-12,61448.394531,61448.394531,61296.791636187954,61336.49192971582,61424.452935657806,61514.90748890242,61597.405577605154,61672.6119756458,61743.39482295888,61812.28328632236,61881.02596318398,61950.69377017838,62021.865752834194,62094.787088790064,62169.484988667944,62245.84976205974,62323.69045574561,62402.77259051574,62482.84341750037,62563.64849457894,62644.94223851339,62726.49431402482,62808.09316850459,62889.54763390763,62970.687244228495,63051.36172330162,63131.43996002244,63210.80869018128,63289.37103455773,63367.04499365322,63443.761964683676
2024-05-13,62901.449219,62901.449219,62366.56335806265,62118.97057435791,62015.251448994684,61977.088065601616,61969.98947514654,61979.82128648435,62000.74024430135,62030.11647285789,62066.557464241436,62109.153011648654,62157.18628609047,62210.02453596292,62267.080219378884,62327.79969417727,62391.66207495201,62458.181104791765,62526.90718607928,62597.42856702105,62669.37147475021,62742.3993053862,62816.21108593897,62890.539432665326,62965.14820221022,63039.8299922015,63114.40360883559,63188.711585096906,63262.617805898575,63336.005275343006,63408.774045607315
2024-05-14,61552.789063,61552.789063,61824.04716135422,61835.87981867895,61830.266494596806,61835.65506473441,61850.789357390386,61873.06323061326,61901.19553734549,61934.650990886315,61973.14502765208,62016.42568687388,62064.20209792271,62116.13375411108,62171.84139852837,62230.92336528011,62292.971132369414,62357.58198903712,62424.36843628146,62492.96461661895,62563.03029267876,62634.25291971472,62706.34830133559,62779.06023519321,62852.159471073406,62925.442228416774,62998.728457292214,63071.8599763757,63144.6985822504,63217.12419452014,63289.03307898749
2024-05-15,66267.492188,66267.492188,64786.343845784744,64051.68600333948,63605.156771958085,63312.93410582295,63112.70445185027,62971.67046995995,62871.48368193538,62801.219230309056,62753.935420442605,62724.9367703949,62710.862111780756,62709.184958952355,62717.928170457926,62735.4944681201,62760.56184479654,62792.01645558855,62828.90777856762,62870.41737375705,62915.836187471265,62964.547398649745,63016.0129871325,63069.76289792711,63125.386088427535,63182.522994538565,63240.85910401131,63300.11942006315,63360.06365850899,63420.48206075213,63481.191731181854
2024-05-16,65231.582031,65231.582031,65083.16930259491,64641.63401716974,64255.72687557485,63952.4834142153,63718.09804589305,63536.64836021996,63395.94998172752,63287.29179044725,63204.41662236213,63142.71098049575,63098.66517627602,63069.52739781631,63053.08201853021,63047.50541348009,63051.270101996946,63063.07929730093,63081.82085777103,63106.53383948135,63136.38341066448,63170.64145613613,63208.67116486011,63249.914492349846,63293.881763833335,63340.142920420214,63388.320061566024,63438.08103513007,63489.13389109457,63541.22205876866,63594.120137621736
2024-05-17,67051.875,67051.875,66395.63976753164,65846.75450858487,65374.18612534491,64985.6139428102,64670.60574706646,64415.45502016497,64208.37776356585,64040.2084323578,63903.954509205374,63794.23831707979,63706.85130300279,63638.43419812827,63586.25441605951,63548.051611795076,63521.92950176201,63506.27881982305,63499.72129379513,63501.06795553322,63509.287371553575,63523.48086921466,63542.862802698364,63566.744534654026,63594.521222726675,63625.660772695584,63659.69450145002,63696.209175477925,63734.84017446736,63775.265588184084,63817.20109648485
2024-05-18,66940.804688,66940.804688,66759.08304784389,66393.77959829243,66000.83355040695,65637.34419120681,65319.234015904614,65046.79243712373,64815.58374677344,64620.32768348625,64456.10908716803,64318.6660455665,64204.38259300236,64110.20141096709,64033.52778565158,63972.14574632069,63924.15011190766,63887.89280517604,63861.94059844828,63845.041628779894,63836.09854454848,63834.14667092242,63838.3360101159,63847.916214099525,63862.22389994854,63880.67184310362,63902.73970045373,63927.96599780093,63955.94117540064,63986.30152817181,64018.72390884067
2024-05-19,66278.367188,66278.367188,66438.60580794797,66336.07339314622,66111.84700544417,65851.01852347121,65593.27206507472,65354.6861248428,65140.646733712674,64951.935584389,64787.42874186475,64645.28290263875,64523.45714607892,64419.93937911466,64332.8397059647,64260.4234265306,64201.11682674205,64153.50106993425,64116.30129208531,64088.374184701905,64068.69555821053,64056.34853611129,64050.51263427974,64050.4537952579,64055.515362992664,64065.10994655719,64078.712106938634,64095.85179710086,64116.10848661439,64139.10590549369,64164.50734620579
2024-05-20,71448.195313,71448.195313,69778.33214464934,68892.13435307311,68246.3863284665,67716.74411998081,67266.10727876765,66878.0634218821,66542.32419577653,66251.1875301112,65998.47720934388,65779.10163769896,65588.8014794514,65423.97594109828,65281.55378690275,65158.894912339274,65053.71429571357,64964.02265249711,64888.079610076325,64824.35629753172,64771.50505866667,64728.33460673754,64693.78938895107,64666.93225506974,64646.929758993254,64633.039590129716,64624.599751832066,64621.01919109366,64621.769647054774,64626.37853266078,64634.4226989022
2024-05-21,70136.53125,70136.53125,70017.13154821645,69514.33280153656,69002.4442970799,68523.3398299872,68086.22841340546,67692.68037891158,67341.03687449286,67028.25627408897,66750.85067128135,66505.3399064158,66288.45221338196,66097.19812808424,65928.88411531571,65781.09945454687,65651.69276092375,65538.74582999742,65440.5482037525,65355.573792778545,65282.45993403175,65219.988847034125,65167.071289911844,65122.732171313924,65086.097878273795,65056.38510242743,65032.89097391858,65014.9843381584,65002.09803346479,64993.72204715006,64989.397444134316
2024-05-22,69122.335938,69122.335938,69420.60114140548,69318.33436976827,69050.40095344794,68723.0051993248,68382.25913471819,68050.0942686837,67736.88111082777,67447.07220687118,67182.02981068475,66941.50591167984,66724.43432486165,66529.36067235793,66354.67769167361,66198.7540149785,66060.00372293271,65936.92250866437,65828.1048073575,65732.2500073007,65648.16241060015,65574.74767348556,65511.00734626734,65456.03248520443,65408.99692305189,65369.15055131764,65335.812823109794,65308.36659528995,65286.25237170859,65268.962973206726,65256.03863728695
2024-05-23,67929.5625,67929.5625,68426.5753804685,68623.94843488414,68602.06557206876,68458.52429954987,68252.91723908442,68019.96132651277,67779.69919731049,67543.57026549695,67317.9448451057,67106.1820097332,66909.83865949832,66729.38950487823,66564.6623327838,66415.10507560619,66279.95181435239,66158.3269521461,66049.31088026724,65951.98125657062,65865.43860959062,65788.82174862323,65721.31649007018,65662.15998643739,65610.64216920774,65566.1053166009,65527.94242880536,65495.594874197806,65468.549621935585,65446.336274992944,65428.524047784565
2024-05-24,68526.101563,68526.101563,68492.92616882284,68575.02499894207,68571.67996844125,68481.05005403326,68330.9699030603,68146.49638563459,67945.56638968593,67740.07652499757,67537.60970290465,67342.835268611,67158.49449080628,66986.06265603848,66826.1875634793,66678.97963653042,66544.20472595798,66421.41302001875,66310.02568897595,66209.39328721356,66118.8350813439,66037.66536811202,65965.210844238,65900.82178448427,65843.87892071113,65793.79733555467,65750.02829059756,65712.05963768368,65679.41527304347,65651.65396086009,65628.36775844362
