Date,Close,EMA_20
2024-04-01,69702.148438,69702.148438
2024-04-02,65446.972656,69296.89360161906
2024-04-03,65980.8125,68981.07635384581
2024-04-04,68508.84375,68936.10182014621
2024-04-05,67837.640625,68831.48646822752
2024-04-06,68896.109375,68837.64103077727
2024-04-07,69362.554688,68887.63280765562
2024-04-08,71631.359375,69148.94009978366
2024-04-09,69139.015625,69147.99491170903
2024-04-10,70587.882813,69285.12709278436
2024-04-11,70060.609375,69358.98254823347
2024-04-12,67195.867188,69152.97156154457
2024-04-13,63821.472656,68645.20976101652
2024-04-14,65738.726563,68368.4018373959
2024-04-15,63426.210938,67897.71698983439
2024-04-16,63811.863281,67508.58806518349
2024-04-17,61276.691406,66915.07409764221
2024-04-18,63512.753906,66591.04360320009
2024-04-19,63843.570313,66329.37948032389
2024-04-20,64994.441406,66202.24252086447
2024-04-21,64926.644531,66080.75699802024
2024-04-22,66837.679688,66152.84487325641
2024-04-23,66407.273438,66177.07616513675
2024-04-24,64276.898438,65996.1068577904
2024-04-25,64481.707031,65851.87830285798
2024-04-26,63755.320313,65652.2061133477
2024-04-27,63419.140625,65439.53320969553
2024-04-28,63113.230469,65217.98056772453
2024-04-29,63841.121094,65086.85109403648
2024-04-30,60636.855469,64663.04198689015
2024-05-01,58254.011719,64052.65815185299
2024-05-02,59123.433594,63583.20819396223
2024-05-03,62889.835938,63517.17274101345
2024-05-04,63891.472656,63552.82035196455
2024-05-05,64031.132813,63598.373919682206
2024-05-06,63161.949219,63556.80966247438
2024-05-07,62334.816406,63440.42935233396
2024-05-08,61187.941406,63225.90669077834
2024-05-09,63049.960938,63209.1499524185
2024-05-10,60792.777344,62979.01922780721
2024-05-11,60793.710938,62770.894628777954
2024-05-12,61448.394531,62644.94223851339
2024-05-13,62901.449219,62669.37147475021
2024-05-14,61552.789063,62563.03029267876
2024-05-15,66267.492188,62915.836187471265
2024-05-16,65231.582031,63136.38341066448
2024-05-17,67051.875,63509.287371553575
2024-05-18,66940.804688,63836.09854454848
2024-05-19,66278.367188,64068.69555821053
2024-05-20,71448.195313,64771.50505866667
2024-05-21,70136.53125,65282.45993403175
2024-05-22,69122.335938,65648.16241060015
2024-05-23,67929.5625,65865.43860959062
2024-05-24,68526.101563,66118.8350813439
2024-05-25,69265.945313,66418.55986531115
2024-05-26,68518.09375,66618.51547337676
2024-05-27,69394.554688,66882.90016048372
2024-05-28,68296.21875,67017.50193091384
2024-05-29,67578.09375,67070.89162796967
2024-05-30,68364.992188,67194.13930035352
2024-05-31,67491.414063,67222.45118251033
2024-06-01,67706.9375,67268.59273655697
2024-06-02,67751.601563,67314.59357717058
2024-06-03,68804.78125,67456.51621267815
2024-06-04,70567.765625,67752.82568051833
2024-06-05,71082.820313,68069.96802646897
2024-06-06,70757.164063,68325.89145851955
2024-06-07,69342.585938,68422.71950418435
2024-06-08,69305.773438,68506.81987883346
2024-06-09,69647.992188,68615.50295589694
2024-06-10,69512.28125,68700.91041247819
2024-06-11,67332.03125,68570.54096843264
2024-06-12,68241.1875,68539.17397143906
2024-06-13,66756.398438,68369.38582539724
2024-06-14,66011.09375,68144.78658012132
2024-06-15,66191.0,67958.71166772881
2024-06-16,66639.046875,67833.02930651655
2024-06-17,66490.296875,67705.15002732449
2024-06-18,65140.746094,67460.92108129359
2024-06-19,64960.296875,67222.76639497992
2024-06-20,64828.65625,66994.75590498182
2024-06-21,64096.199219,66718.70288726928
2024-06-22,64252.578125,66483.83386229126
2024-06-23,63180.796875,66169.25891112066
2024-06-24,60277.414063,65608.13083034726
2024-06-25,61804.640625,65245.89366793324
2024-06-26,60811.277344,64823.54925613008
2024-06-27,61604.800781,64517.001782308165
2024-06-28,60320.136719,64117.30034770739
2024-06-29,60887.378906,63809.6887818305
2024-06-30,,63809.6887818305
2024-07-01,63263.613281,63752.77768745114
