Date,Close,EMA_15
2024-01-01,44167.332031,44167.332031
2024-01-02,44957.96875,44266.161620875
2024-01-03,42848.175781,44088.91339089062
2024-01-04,44179.921875,44100.28945140429
2024-01-05,44162.691406,44108.089695728755
2024-01-06,43989.195313,44093.22789788766
2024-01-07,43943.097656,44074.4616176517
2024-01-08,46970.503906,44436.46690369524
2024-01-09,46139.730469,44649.37484935833
2024-01-10,46627.777344,44896.67516118854
2024-01-11,46368.585938,45080.664008289976
2024-01-12,42853.167969,44802.22700337873
2024-01-13,42842.382813,44557.24647958139
2024-01-14,41796.269531,44212.12436100871
2024-01-15,42511.96875,43999.604909632624
2024-01-16,43154.945313,43894.022460053544
2024-01-17,42742.652344,43750.10119554685
2024-01-18,41262.058594,43439.09587035349
2024-01-19,41618.40625,43211.5096678093
2024-01-20,41665.585938,43018.26920158314
2024-01-21,41545.785156,42834.208695885245
2024-01-22,39507.367188,42418.35350739959
2024-01-23,39845.550781,42096.753166599636
2024-01-24,40077.074219,41844.293298149685
2024-01-25,39933.808594,41605.48271013098
2024-01-26,41816.871094,41631.906258114606
2024-01-27,42120.054688,41692.92481185028
2024-01-28,42035.59375,41735.75842911899
2024-01-29,43288.246094,41929.819387229116
2024-01-30,42952.609375,42057.66813570048
2024-01-31,42582.605469,42123.28530236292
2024-02-01,43075.773438,42242.346319317556
2024-02-02,43185.859375,42360.28545127786
2024-02-03,42992.25,42439.281019868125
2024-02-04,42583.582031,42457.318646259606
2024-02-05,42658.667969,42482.487311602155
2024-02-06,43084.671875,42557.760382026885
2024-02-07,44318.222656,42777.81816627352
2024-02-08,45301.566406,43093.28669623933
2024-02-09,47147.199219,43600.02576158442
2024-02-10,47771.277344,44121.43220938637
2024-02-11,48293.917969,44642.99292933807
2024-02-12,49958.222656,45307.39664517081
2024-02-13,49742.441406,45861.77724027446
2024-02-14,51826.695313,46607.39199936515
2024-02-15,51938.554688,47273.787335444504
2024-02-16,52160.203125,47884.589309138944
2024-02-17,51662.996094,48356.89015724658
2024-02-18,52122.546875,48827.59724696576
2024-02-19,51779.144531,49196.54065747004
2024-02-20,52284.875,49582.58245028628
2024-02-21,51839.179688,49864.65710500049
2024-02-22,51304.972656,50044.69654887543
2024-02-23,50731.949219,50130.603132641
2024-02-24,51571.101563,50310.66543643588
2024-02-25,51733.238281,50488.48704200639
2024-02-26,54522.402344,50992.72645475559
2024-02-27,57085.371094,51754.30703466114
2024-02-28,62504.789063,53098.1172882035
2024-02-29,61198.382813,54110.650478803065
2024-03-01,62440.632813,55151.89827057768
2024-03-02,62029.847656,56011.64194375547
2024-03-03,63167.371094,56906.108087536035
2024-03-04,68330.414063,58334.14633446903
2024-03-05,63801.199219,59017.5279450354
2024-03-06,66106.804688,59903.68753790598
2024-03-07,66925.484375,60781.41214254273
2024-03-08,68300.09375,61721.24734347489
2024-03-09,68498.882813,62568.45177716553
2024-03-10,69019.789063,63374.86893789484
2024-03-11,72123.90625,64468.49860190799
2024-03-12,71481.289063,65345.09740954449
2024-03-13,73083.5,66312.39773335143
2024-03-14,71396.59375,66947.9222354325
2024-03-15,69403.773438,67254.90363575344
