Date,Close,EMA_29
2024-04-01,69702.148438,69702.148438
2024-04-02,65446.972656,69418.47005253333
2024-04-03,65980.8125,69189.29288236445
2024-04-04,68508.84375,69143.92960687348
2024-04-05,67837.640625,69056.84367474858
2024-04-06,68896.109375,69046.12805476534
2024-04-07,69362.554688,69067.22316364765
2024-04-08,71631.359375,69238.1655777378
2024-04-09,69139.015625,69231.55558088861
2024-04-10,70587.882813,69321.97739636271
2024-04-11,70060.609375,69371.21952827186
2024-04-12,67195.867188,69226.1960389204
2024-04-13,63821.472656,68865.8811467257
2024-04-14,65738.726563,68657.40417447733
2024-04-15,63426.210938,68308.65795871217
2024-04-16,63811.863281,68008.87164686469
2024-04-17,61276.691406,67560.05963080704
2024-04-18,63512.753906,67290.23924915324
2024-04-19,63843.570313,67060.46132007636
2024-04-20,64994.441406,66922.72665913793
2024-04-21,64926.644531,66789.65451726207
2024-04-22,66837.679688,66792.85619531127
2024-04-23,66407.273438,66767.15067815718
2024-04-24,64276.898438,66601.1338621467
2024-04-25,64481.707031,66459.83874007025
2024-04-26,63755.320313,66279.5375115989
2024-04-27,63419.140625,66088.84438582564
2024-04-28,63113.230469,65890.47012470393
2024-04-29,63841.121094,65753.84685599034
2024-04-30,60636.855469,65412.71409685765
2024-05-01,58254.011719,64935.46727166714
2024-05-02,59123.433594,64547.99835982267
2024-05-03,62889.835938,64437.45419836782
2024-05-04,63891.472656,64401.055428876636
2024-05-05,64031.132813,64376.393921151524
2024-05-06,63161.949219,64295.43094100809
2024-05-07,62334.816406,64164.723305340885
2024-05-08,61187.941406,63966.27117871816
2024-05-09,63049.960938,63905.18382933695
2024-05-10,60792.777344,63697.690063647824
2024-05-11,60793.710938,63504.0914552713
2024-05-12,61448.394531,63367.04499365322
2024-05-13,62901.449219,63336.005275343006
2024-05-14,61552.789063,63217.12419452014
2024-05-15,66267.492188,63420.48206075213
2024-05-16,65231.582031,63541.22205876866
2024-05-17,67051.875,63775.265588184084
2024-05-18,66940.804688,63986.30152817181
2024-05-19,66278.367188,64139.10590549369
2024-05-20,71448.195313,64626.37853266078
2024-05-21,70136.53125,64993.72204715006
2024-05-22,69122.335938,65268.962973206726
2024-05-23,67929.5625,65446.336274992944
2024-05-24,68526.101563,65651.65396086009
2024-05-25,69265.945313,65892.60671766942
2024-05-26,68518.09375,66067.63918649146
2024-05-27,69394.554688,66289.4335532587
2024-05-28,68296.21875,66423.21923304145
2024-05-29,67578.09375,66500.21086750536
2024-05-30,68364.992188,66624.52962220501
2024-05-31,67491.414063,66682.321918258
2024-06-01,67706.9375,66750.62962370747
2024-06-02,67751.601563,66817.36108632697
2024-06-03,68804.78125,66949.85576390517
2024-06-04,70567.765625,67191.04975464483
2024-06-05,71082.820313,67450.50112520184
2024-06-06,70757.164063,67670.94532105506
2024-06-07,69342.585938,67782.38802885139
2024-06-08,69305.773438,67883.94705612796
2024-06-09,69647.992188,68001.55006491943
2024-06-10,69512.28125,68102.26547725813
2024-06-11,67332.03125,68050.91652877425
2024-06-12,68241.1875,68063.6012601893
2024-06-13,66756.398438,67976.45440537669
2024-06-14,66011.09375,67845.4303616849
2024-06-15,66191.0,67735.13500423924
2024-06-16,66639.046875,67662.06246228996
2024-06-17,66490.296875,67583.94475647064
2024-06-18,65140.746094,67421.06484563927
2024-06-19,64960.296875,67257.01364759664
2024-06-20,64828.65625,67095.12315442353
2024-06-21,64096.199219,66895.19489206196
2024-06-22,64252.578125,66719.0204409245
2024-06-23,63180.796875,66483.13886986287
2024-06-24,60277.414063,66069.42388273869
2024-06-25,61804.640625,65785.10499888944
2024-06-26,60811.277344,65453.51648856347
2024-06-27,61604.800781,65196.935441392576
2024-06-28,60320.136719,64871.8155265664
2024-06-29,60887.378906,64606.18641852864
2024-06-30,,64606.18641852864
2024-07-01,63263.613281,64510.74283055267
