Date,Close,EMA_26
2024-04-01,69702.148438,69702.148438
2024-04-02,65446.972656,69386.95023192593
2024-04-03,65980.8125,69134.64373326475
2024-04-04,68508.84375,69088.28817894885
2024-04-05,67837.640625,68995.64761939707
2024-04-06,68896.109375,68988.2744161084
2024-04-07,69362.554688,69015.99888069296
2024-04-08,71631.359375,69209.72928767867
2024-04-09,69139.015625,69204.49123859136
2024-04-10,70587.882813,69306.96468854755
2024-04-11,70060.609375,69362.79022087736
2024-04-12,67195.867188,69202.27740362719
2024-04-13,63821.472656,68803.69927417333
2024-04-14,65738.726563,68576.66425853086
2024-04-15,63426.210938,68195.1491977508
2024-04-16,63811.863281,67870.46135206555
2024-04-17,61276.691406,67382.03394865329
2024-04-18,63512.753906,67095.42061216045
2024-04-19,63843.570313,66854.54281222264
2024-04-20,64994.441406,66716.75752287282
2024-04-21,64926.644531,66584.15656051187
2024-04-22,66837.679688,66602.93605143692
2024-04-23,66407.273438,66588.44252451566
2024-04-24,64276.898438,66417.21703662562
2024-04-25,64481.707031,66273.84592509779
2024-04-26,63755.320313,66087.2884723498
2024-04-27,63419.140625,65889.64789106463
2024-04-28,63113.230469,65683.98734128206
2024-04-29,63841.121094,65547.47873037228
2024-04-30,60636.855469,65183.72885915952
2024-05-01,58254.011719,64670.416478406965
2024-05-02,59123.433594,64259.528857339785
2024-05-03,62889.835938,64158.070122573874
2024-05-04,63891.472656,64138.32216208692
2024-05-05,64031.132813,64130.382210302705
2024-05-06,63161.949219,64058.646433169175
2024-05-07,62334.816406,63930.955320045534
2024-05-08,61187.941406,63727.76910419031
2024-05-09,63049.960938,63677.561091879914
2024-05-10,60792.777344,63463.87340685177
2024-05-11,60793.710938,63266.083594344236
2024-05-12,61448.394531,63131.43996002244
2024-05-13,62901.449219,63114.40360883559
2024-05-14,61552.789063,62998.728457292214
2024-05-15,66267.492188,63240.85910401131
2024-05-16,65231.582031,63388.320061566024
2024-05-17,67051.875,63659.69450145002
2024-05-18,66940.804688,63902.73970045373
2024-05-19,66278.367188,64078.712106938634
2024-05-20,71448.195313,64624.599751832066
2024-05-21,70136.53125,65032.89097391858
2024-05-22,69122.335938,65335.812823109794
2024-05-23,67929.5625,65527.94242880536
2024-05-24,68526.101563,65750.02829059756
2024-05-25,69265.945313,66010.4665885533
2024-05-26,68518.09375,66196.21674866046
2024-05-27,69394.554688,66433.13067009301
2024-05-28,68296.21875,66571.13719453057
2024-05-29,67578.09375,66645.72656900978
2024-05-30,68364.992188,66773.07957782388
2024-05-31,67491.414063,66826.28953968878
2024-06-01,67706.9375,66891.52272193404
2024-06-02,67751.601563,66955.23226571671
2024-06-03,68804.78125,67092.23589418214
2024-06-04,70567.765625,67349.68254090939
2024-06-05,71082.820313,67626.21126476795
2024-06-06,70757.164063,67858.13369426662
2024-06-07,69342.585938,67968.09311972835
2024-06-08,69305.773438,68067.18055071143
2024-06-09,69647.992188,68184.2777090291
2024-06-10,69512.28125,68282.64834169361
2024-06-11,67332.03125,68212.23226082741
2024-06-12,68241.1875,68214.37709335871
2024-06-13,66756.398438,68106.37867444324
2024-06-14,66011.09375,67951.17238374375
2024-06-15,66191.0,67820.78924420718
2024-06-16,66639.046875,67733.25277241405
2024-06-17,66490.296875,67641.1819651982
2024-06-18,65140.746094,67455.96449325759
2024-06-19,64960.296875,67271.10022523851
2024-06-20,64828.65625,67090.17844929491
2024-06-21,64096.199219,66868.40221001381
2024-06-22,64252.578125,66674.63746297575
2024-06-23,63180.796875,66415.83445645902
2024-06-24,60277.414063,65961.13664953613
2024-06-25,61804.640625,65653.24805512605
2024-06-26,60811.277344,65294.5835580056
2024-06-27,61604.800781,65021.266315264445
2024-06-28,60320.136719,64673.03449331893
2024-06-29,60887.378906,64392.61556092494
2024-06-30,,64392.61556092494
2024-07-01,63263.613281,64302.82745618864
