Date,Close,EMA_11
2024-01-01,44167.332031,44167.332031
2024-01-02,44957.96875,44299.104817499996
2024-01-03,42848.175781,44057.283311416664
2024-01-04,44179.921875,44077.72307201389
2024-01-05,44162.691406,44091.88446101158
2024-01-06,43989.195313,44074.76960300965
2024-01-07,43943.097656,44052.824278508044
2024-01-08,46970.503906,44539.10421642337
2024-01-09,46139.730469,44805.87525851948
2024-01-10,46627.777344,45109.52560609957
2024-01-11,46368.585938,45319.36899474964
2024-01-12,42853.167969,44908.335490458034
2024-01-13,42842.382813,44564.01004421503
2024-01-14,41796.269531,44102.71995867919
2024-01-15,42511.96875,43837.59475723266
2024-01-16,43154.945313,43723.819849860556
2024-01-17,42742.652344,43560.29193221713
2024-01-18,41262.058594,43177.253042514276
2024-01-19,41618.40625,42917.4452437619
2024-01-20,41665.585938,42708.802026134916
2024-01-21,41545.785156,42514.96588111243
2024-01-22,39507.367188,42013.699432260364
2024-01-23,39845.550781,41652.34132371697
2024-01-24,40077.074219,41389.796806264145
2024-01-25,39933.808594,41147.13210422012
2024-01-26,41816.871094,41258.755269183435
2024-01-27,42120.054688,41402.30517231953
2024-01-28,42035.59375,41507.85326859961
2024-01-29,43288.246094,41804.58540616634
2024-01-30,42952.609375,41995.922734305284
2024-01-31,42582.605469,42093.70319008774
2024-02-01,43075.773438,42257.381564739786
2024-02-02,43185.859375,42412.127866449824
2024-02-03,42992.25,42508.81488870819
2024-02-04,42583.582031,42521.27607909016
2024-02-05,42658.667969,42544.17472740847
2024-02-06,43084.671875,42634.25758534039
2024-02-07,44318.222656,42914.91843045033
2024-02-08,45301.566406,43312.69309304194
2024-02-09,47147.199219,43951.77744736829
2024-02-10,47771.277344,44588.360763473574
2024-02-11,48293.917969,45205.95363106131
2024-02-12,49958.222656,45997.99846855109
2024-02-13,49742.441406,46622.07229145925
2024-02-14,51826.695313,47489.50946171604
2024-02-15,51938.554688,48231.01699943004
2024-02-16,52160.203125,48885.8813536917
2024-02-17,51662.996094,49348.73381040975
2024-02-18,52122.546875,49811.03598784146
2024-02-19,51779.144531,50139.05407836789
2024-02-20,52284.875,50496.69089863991
2024-02-21,51839.179688,50720.43903019992
2024-02-22,51304.972656,50817.8613011666
2024-02-23,50731.949219,50803.54262080551
2024-02-24,51571.101563,50931.46911117125
2024-02-25,51733.238281,51065.097306142714
2024-02-26,54522.402344,51641.31481245226
2024-02-27,57085.371094,52548.65752604356
2024-02-28,62504.789063,54208.01278220296
2024-02-29,61198.382813,55373.07445400247
2024-03-01,62440.632813,56551.000847168725
2024-03-02,62029.847656,57464.14198197394
2024-03-03,63167.371094,58414.68016731162
2024-03-04,68330.414063,60067.302483259686
2024-03-05,63801.199219,60689.61860588307
2024-03-06,66106.804688,61592.48295290256
2024-03-07,66925.484375,62481.316523252135
2024-03-08,68300.09375,63451.11272771011
2024-03-09,68498.882813,64292.4077419251
2024-03-10,69019.789063,65080.304628770915
2024-03-11,72123.90625,66254.2382323091
2024-03-12,71481.289063,67125.41337075758
2024-03-13,73083.5,68118.42780896465
2024-03-14,71396.59375,68664.78879913721
2024-03-15,69403.773438,68787.95290561435
2024-03-16,65315.117188,68209.14695267862
2024-03-17,68390.625,68239.39329389886
2024-03-18,67548.59375,68124.26003658239
2024-03-19,61912.773438,67089.01227015199
2024-03-20,67913.671875,67226.45553762667
2024-03-21,65491.390625,66937.27805218889
2024-03-22,63778.761719,66410.85866332408
2024-03-23,64062.203125,66019.4160736034
2024-03-24,67234.171875,66221.87537383617
2024-03-25,69958.8125,66844.69822819681
2024-03-26,69987.835938,67368.55451316401
2024-03-27,69455.34375,67716.35271930335
2024-03-28,70744.953125,68221.11945358613
2024-03-29,69892.828125,68499.73756548844
2024-03-30,69645.304688,68690.66541924037
2024-03-31,71333.648438,69131.16258903364
2024-04-01,69702.148438,69226.32689719471
2024-04-02,65446.972656,68596.43452366226
2024-04-03,65980.8125,68160.49751971856
2024-04-04,68508.84375,68218.55522476547
2024-04-05,67837.640625,68155.06945813789
2024-04-06,68896.109375,68278.57611094824
2024-04-07,69362.554688,68459.23920712354
2024-04-08,71631.359375,68987.92590176962
2024-04-09,69139.015625,69013.10752230801
2024-04-10,70587.882813,69275.57007075667
2024-04-11,70060.609375,69406.40995479723
2024-04-12,67195.867188,69037.98616033103
2024-04-13,63821.472656,68168.56724294252
2024-04-14,65738.726563,67763.59379628544
2024-04-15,63426.210938,67040.69665323787
2024-04-16,63811.863281,66502.5577578649
2024-04-17,61276.691406,65631.58003255408
2024-04-18,63512.753906,65278.44234479507
2024-04-19,63843.570313,65039.29700616256
2024-04-20,64994.441406,65031.82107280214
2024-04-21,64926.644531,65014.29164916845
2024-04-22,66837.679688,65318.18965564038
2024-04-23,66407.273438,65499.703619366985
2024-04-24,64276.898438,65295.90275580582
2024-04-25,64481.707031,65160.203468338186
2024-04-26,63755.320313,64926.05627578182
2024-04-27,63419.140625,64674.90366731818
2024-04-28,63113.230469,64414.62480093182
2024-04-29,63841.121094,64319.040849776524
2024-04-30,60636.855469,63705.34328631377
2024-05-01,58254.011719,62796.78802509481
2024-05-02,59123.433594,62184.56228657901
2024-05-03,62889.835938,62302.10789514917
2024-05-04,63891.472656,62567.00202195765
2024-05-05,64031.132813,62811.0238204647
2024-05-06,63161.949219,62869.51138688726
2024-05-07,62334.816406,62780.395556739386
2024-05-08,61187.941406,62514.98653161616
2024-05-09,63049.960938,62604.14893268013
2024-05-10,60792.777344,62302.25366790011
2024-05-11,60793.710938,62050.82987958343
2024-05-12,61448.394531,61950.423988152856
2024-05-13,62901.449219,62108.92819329405
2024-05-14,61552.789063,62016.23833824504
2024-05-15,66267.492188,62724.78064653754
2024-05-16,65231.582031,63142.58087728128
2024-05-17,67051.875,63794.129897734405
2024-05-18,66940.804688,64318.575696112006
2024-05-19,66278.367188,64645.207611426675
2024-05-20,71448.195313,65779.03889502223
2024-05-21,70136.53125,66505.28762085186
2024-05-22,69122.335938,66941.46234037654
2024-05-23,67929.5625,67106.14570031379
2024-05-24,68526.101563,67342.8050107615
2024-05-25,69265.945313,67663.32839446791
2024-05-26,68518.09375,67805.7892870566
2024-05-27,69394.554688,68070.58352054717
2024-05-28,68296.21875,68108.18939212264
2024-05-29,67578.09375,68019.84011843555
2024-05-30,68364.992188,68077.36546336296
2024-05-31,67491.414063,67979.7068966358
2024-06-01,67706.9375,67934.24533052984
2024-06-02,67751.601563,67903.8047026082
2024-06-03,68804.78125,68053.96746050684
2024-06-04,70567.765625,68472.9338212557
2024-06-05,71082.820313,68907.9149032131
2024-06-06,70757.164063,69216.12309651091
2024-06-07,69342.585938,69237.20023675909
2024-06-08,69305.773438,69248.62910363259
2024-06-09,69647.992188,69315.18961769382
2024-06-10,69512.28125,69348.03822307818
2024-06-11,67332.03125,69012.03706089848
2024-06-12,68241.1875,68883.56213408207
2024-06-13,66756.398438,68529.03485140172
2024-06-14,66011.09375,68109.37800116811
2024-06-15,66191.0,67789.64833430675
2024-06-16,66639.046875,67597.8814244223
2024-06-17,66490.296875,67413.2839995186
2024-06-18,65140.746094,67034.52768193216
2024-06-19,64960.296875,66688.82254744347
2024-06-20,64828.65625,66378.79483120289
2024-06-21,64096.199219,65998.36222916908
2024-06-22,64252.578125,65707.39821180757
2024-06-23,63180.796875,65286.29798900631
2024-06-24,60277.414063,64451.48400133859
2024-06-25,61804.640625,64010.34343861549
2024-06-26,60811.277344,63477.16575617958
2024-06-27,61604.800781,63165.10492698298
2024-06-28,60320.136719,62690.94355898582
2024-06-29,60887.378906,62390.34945015485
2024-06-30,,62390.34945015485
2024-07-01,63292.480469,62564.9554538023
