Date,Close,EMA_28
2024-01-01,44167.332031,44167.332031
2024-01-02,44957.96875,44221.85870127586
2024-01-03,42848.175781,44127.121948153384
2024-01-04,44179.921875,44130.763322418665
2024-01-05,44162.691406,44132.96525921737
2024-01-06,43989.195313,44123.05009051273
2024-01-07,43943.097656,44110.63957778771
2024-01-08,46970.503906,44307.87160042304
2024-01-09,46139.730469,44434.20669480765
2024-01-10,46627.777344,44585.48742923471
2024-01-11,46368.585938,44708.45974018404
2024-01-12,42853.167969,44580.508583550654
2024-01-13,42842.382813,44460.637840754054
2024-01-14,41796.269531,44276.88830215033
2024-01-15,42511.96875,44155.169712346855
2024-01-16,43154.945313,44086.18871928845
2024-01-17,42742.652344,43993.531038234076
2024-01-18,41262.058594,43805.1536282869
2024-01-19,41618.40625,43654.34346426711
2024-01-20,41665.585938,43517.18777280041
2024-01-21,41545.785156,43381.22897164176
2024-01-22,39507.367188,43114.06609001129
2024-01-23,39845.550781,42888.65124111396
2024-01-24,40077.074219,42694.7493775199
2024-01-25,39933.808594,42504.33966831163
2024-01-26,41816.871094,42456.928042497035
2024-01-27,42120.054688,42433.695397359304
2024-01-28,42035.59375,42406.240111334526
2024-01-29,43288.246094,42467.068110139044
2024-01-30,42952.609375,42500.553714612215
2024-01-31,42582.605469,42506.21245629413
2024-02-01,43075.773438,42545.492523997986
2024-02-02,43185.859375,42589.65575510157
2024-02-03,42992.25,42617.42087543939
2024-02-04,42583.582031,42615.08716202978
2024-02-05,42658.667969,42618.09273492428
2024-02-06,43084.671875,42650.270606653634
2024-02-07,44318.222656,42765.301782470626
2024-02-08,45301.566406,42940.21658409334
2024-02-09,47147.199219,43230.35331753518
2024-02-10,47771.277344,43543.52049177413
2024-02-11,48293.917969,43871.13411089315
2024-02-12,49958.222656,44290.93332090052
2024-02-13,49742.441406,44666.89939573497
2024-02-14,51826.695313,45160.67842451186
2024-02-15,51938.554688,45628.11816682139
2024-02-16,52160.203125,46078.60678462681
2024-02-17,51662.996094,46463.73708182496
2024-02-18,52122.546875,46853.99982618186
2024-02-19,51779.144531,47193.66497823828
2024-02-20,52284.875,47544.78291077357
2024-02-21,51839.179688,47840.9482057547
2024-02-22,51304.972656,48079.84644370265
2024-02-23,50731.949219,48262.75008337833
2024-02-24,51571.101563,48490.91225438672
2024-02-25,51733.238281,48714.52094587729
2024-02-26,54522.402344,49115.0644905754
2024-02-27,57085.371094,49664.74080805296
2024-02-28,62504.789063,50550.261377359646
2024-02-29,61198.382813,51284.6145798176
2024-03-01,62440.632813,52053.99514762328
2024-03-02,62029.847656,52741.98497578719
2024-03-03,63167.371094,53460.977121870834
2024-03-04,68330.414063,54486.455531603875
2024-03-05,63801.199219,55128.85164797602
2024-03-06,66106.804688,55885.95185763285
2024-03-07,66925.484375,56647.298927796095
2024-03-08,68300.09375,57450.939950017055
2024-03-09,68498.882813,58212.867044015875
2024-03-10,69019.789063,58958.17201084236
2024-03-11,72123.90625,59866.153682508404
2024-03-12,71481.289063,60667.19750185265
2024-03-13,73083.5,61523.494225862814
2024-03-14,71396.59375,62204.39764132055
2024-03-15,69403.773438,62700.90631695362
2024-03-16,65315.117188,62881.19672185337
2024-03-17,68390.625,63261.15729276003
2024-03-18,67548.59375,63556.84256567313
2024-03-19,61912.773438,63443.458487902564
2024-03-20,67913.671875,63751.74906632308
2024-03-21,65491.390625,63871.72434623183
2024-03-22,63778.761719,63865.313130560666
2024-03-23,64062.203125,63878.891750866824
2024-03-24,67234.171875,64110.29038011739
2024-03-25,69958.8125,64513.63673321274
2024-03-26,69987.835938,64891.16771285324
