Date,Close,EMA_21
2024-01-01,44167.332031,44167.332031
2024-01-02,44957.96875,44239.20809636363
2024-01-03,42848.175781,44112.75061314875
2024-01-04,44179.921875,44118.85709149887
2024-01-05,44162.691406,44122.842029180785
2024-01-06,43989.195313,44110.6923277098
2024-01-07,43943.097656,44095.456448463454
2024-01-08,46970.503906,44356.824399148594
2024-01-09,46139.730469,44518.90676913509
2024-01-10,46627.777344,44710.62227594099
2024-01-11,46368.585938,44861.34624521908
2024-01-12,42853.167969,44678.784583744615
2024-01-13,42842.382813,44511.83896822238
2024-01-14,41796.269531,44264.96901938398
2024-01-15,42511.96875,44105.60535853089
2024-01-16,43154.945313,44019.18171802808
2024-01-17,42742.652344,43903.133593116436
2024-01-18,41262.058594,43663.03586592403
2024-01-19,41618.40625,43477.16044629457
2024-01-20,41665.585938,43312.471854631425
2024-01-21,41545.785156,43151.86397293766
2024-01-22,39507.367188,42820.54608339787
2024-01-23,39845.550781,42550.091964998064
2024-01-24,40077.074219,42325.27216990733
2024-01-25,39933.808594,42107.86639027939
2024-01-26,41816.871094,42081.41227243581
2024-01-27,42120.054688,42084.92521930528
2024-01-28,42035.59375,42080.44054027753
2024-01-29,43288.246094,42190.24104516139
2024-01-30,42952.609375,42259.5472569649
2024-01-31,42582.605469,42288.91618533173
2024-02-01,43075.773438,42360.448662847026
2024-02-02,43185.859375,42435.486000315475
2024-02-03,42992.25,42486.1009093777
2024-02-04,42583.582031,42494.96282952518
2024-02-05,42658.667969,42509.84511493198
2024-02-06,43084.671875,42562.10209311998
2024-02-07,44318.222656,42721.74941701817
2024-02-08,45301.566406,42956.27823419833
2024-02-09,47147.199219,43337.27105099848
2024-02-10,47771.277344,43740.362532180436
2024-02-11,48293.917969,44154.32211734585
2024-02-12,49958.222656,44681.94943904168
2024-02-13,49742.441406,45141.994163310614
2024-02-14,51826.695313,45749.69426782783
2024-02-15,51938.554688,46312.31794238893
2024-02-16,52160.203125,46843.943868080845
2024-02-17,51662.996094,47282.03952498259
2024-02-18,52122.546875,47722.08564771144
2024-02-19,51779.144531,48090.90918255586
2024-02-20,52284.875,48472.178802323506
2024-02-21,51839.179688,48778.269791930456
2024-02-22,51304.972656,49007.970052300414
2024-02-23,50731.949219,49164.695431091284
2024-02-24,51571.101563,49383.45962490117
2024-02-25,51733.238281,49597.07586636469
2024-02-26,54522.402344,50044.83281887699
2024-02-27,57085.371094,50684.881752979076
2024-02-28,62504.789063,51759.41878116279
2024-02-29,61198.382813,52617.506420420716
2024-03-01,62440.632813,53510.517910655195
2024-03-02,62029.847656,54285.00243295926
2024-03-03,63167.371094,55092.490493053876
2024-03-04,68330.414063,56295.9380903217
2024-03-05,63801.199219,56978.234556565185
2024-03-06,66106.804688,57808.1045685138
2024-03-07,66925.484375,58636.957278194364
2024-03-08,68300.09375,59515.42423017669
2024-03-09,68498.882813,60332.10228316063
2024-03-10,69019.789063,61121.89199041876
2024-03-11,72123.90625,62122.07510492614
2024-03-12,71481.289063,62972.912737478306
2024-03-13,73083.5,63892.057034071186
2024-03-14,71396.59375,64574.287644610165
2024-03-15,69403.773438,65013.331807645605
